err,generation,time,N_dims,n_population_ratio,n_population,num_parents_mating_ratio,num_parents_mating,elitism_ratio,n_elitism,seed,passing,counter
0.0922802530005572,156,0.10033369064331055,5,1.0,5,0.2,2,1.0,2,125732,"[True, True, True]",176
0.016053828981637507,251,0.15385150909423828,5,1.0,5,0.2,2,1.0,2,31253,"[True, True, True]",271
0.029759805099572226,218,0.13722848892211914,5,1.0,5,0.5,2,0.0,0,42,"[True, True, True]",238
0.09073759202582406,172,0.11555194854736328,5,1.0,5,0.5,2,0.0,0,18,"[True, True, True]",192
0.048180042162271564,211,0.13179492950439453,5,1.0,5,0.5,2,0.0,0,2306406,"[True, True, True]",231
0.14926362732250617,129,0.0829477310180664,5,1.0,5,0.5,2,0.0,0,98,"[True, True, True]",149
0.14951193353231537,119,0.08931732177734375,5,1.0,5,0.5,2,0.0,0,12471,"[True, True, True]",139
0.06097546558568043,170,0.10550284385681152,5,1.0,5,0.5,2,0.0,0,41274,"[True, True, True]",190
0.06670881578843989,192,0.1177206039428711,5,1.0,5,0.5,2,0.0,0,5328,"[True, True, True]",212
0.12735687138993035,144,0.10137128829956055,5,1.0,5,0.5,2,0.0,0,1247,"[True, True, True]",164
0.11638527844569127,198,0.12228679656982422,5,1.0,5,0.5,2,0.0,0,125732,"[True, True, True]",218
0.09177737328542594,140,0.0889885425567627,5,1.0,5,0.5,2,0.0,0,31253,"[True, True, True]",160
0.021670957792476183,166,0.13777804374694824,5,1.0,5,0.5,2,0.5,1,42,"[True, True, True]",186
0.06985502501651518,206,0.16303086280822754,5,1.0,5,0.5,2,0.5,1,18,"[True, True, True]",226
